datetime,WS_95_p_1,WS_95_p_2,WS_95_p_3,WS_95_p_4,WS_95_p_5,WS_95_p_6,OT
2019/11/7 12:00,14.07,15.02,17.51,20.3,21.26,21.67,13.54
2019/11/7 13:00,15.02,17.51,20.3,21.26,21.67,22.32,14.07
2019/11/7 14:00,17.51,20.3,21.26,21.67,22.32,22.05,15.02
2019/11/7 15:00,20.3,21.26,21.67,22.32,22.05,21.98,17.51
2019/11/7 16:00,21.26,21.67,22.32,22.05,21.98,22.18,20.3
2019/11/7 17:00,21.67,22.32,22.05,21.98,22.18,21.53,21.26
2019/11/7 18:00,22.32,22.05,21.98,22.18,21.53,22.19,21.67
2019/11/7 19:00,22.05,21.98,22.18,21.53,22.19,21.3,22.32
2019/11/7 20:00,21.98,22.18,21.53,22.19,21.3,21.72,22.05
2019/11/7 21:00,22.18,21.53,22.19,21.3,21.72,22.17,21.98
2019/11/7 22:00,21.53,22.19,21.3,21.72,22.17,21.44,22.18
2019/11/7 23:00,22.19,21.3,21.72,22.17,21.44,21.91,21.53
2019/11/8 0:00,21.3,21.72,22.17,21.44,21.91,21.8,22.19
2019/11/8 1:00,21.72,22.17,21.44,21.91,21.8,21.11,21.3
2019/11/8 2:00,22.17,21.44,21.91,21.8,21.11,22.42,21.72
2019/11/8 3:00,21.44,21.91,21.8,21.11,22.42,22.14,22.17
2019/11/8 4:00,21.91,21.8,21.11,22.42,22.14,22.11,21.44
2019/11/8 5:00,21.8,21.11,22.42,22.14,22.11,20.62,21.91
2019/11/8 6:00,21.11,22.42,22.14,22.11,20.62,20.52,21.8
2019/11/8 7:00,22.42,22.14,22.11,20.62,20.52,20.48,21.11
2019/11/8 8:00,22.14,22.11,20.62,20.52,20.48,21.14,22.42
2019/11/8 9:00,22.11,20.62,20.52,20.48,21.14,21.91,22.14
2019/11/8 10:00,20.62,20.52,20.48,21.14,21.91,21.96,22.11
2019/11/8 11:00,20.52,20.48,21.14,21.91,21.96,22.13,20.62
2019/11/8 12:00,20.48,21.14,21.91,21.96,22.13,21.67,20.52
2019/11/8 13:00,21.14,21.91,21.96,22.13,21.67,21.91,20.48
2019/11/8 14:00,21.91,21.96,22.13,21.67,21.91,21.48,21.14
2019/11/8 15:00,21.96,22.13,21.67,21.91,21.48,22.72,21.91
2019/11/8 16:00,22.13,21.67,21.91,21.48,22.72,22.64,21.96
2019/11/8 17:00,21.67,21.91,21.48,22.72,22.64,23.18,22.13
2019/11/8 18:00,21.91,21.48,22.72,22.64,23.18,22.08,21.67
2019/11/8 19:00,21.48,22.72,22.64,23.18,22.08,21.82,21.91
2019/11/8 20:00,22.72,22.64,23.18,22.08,21.82,22.28,21.48
2019/11/8 21:00,22.64,23.18,22.08,21.82,22.28,21.85,22.72
2019/11/8 22:00,23.18,22.08,21.82,22.28,21.85,20.49,22.64
2019/11/8 23:00,22.08,21.82,22.28,21.85,20.49,19.68,23.18
2019/11/9 0:00,21.82,22.28,21.85,20.49,19.68,18.85,22.08
2019/11/9 1:00,22.28,21.85,20.49,19.68,18.85,19.12,21.82
2019/11/9 2:00,21.85,20.49,19.68,18.85,19.12,19.74,22.28
2019/11/9 3:00,20.49,19.68,18.85,19.12,19.74,19.94,21.85
2019/11/9 4:00,19.68,18.85,19.12,19.74,19.94,19.79,20.49
2019/11/9 5:00,18.85,19.12,19.74,19.94,19.79,18.19,19.68
2019/11/9 6:00,19.12,19.74,19.94,19.79,18.19,18.73,18.85
2019/11/9 7:00,19.74,19.94,19.79,18.19,18.73,19.11,19.12
2019/11/9 8:00,19.94,19.79,18.19,18.73,19.11,19.79,19.74
2019/11/9 9:00,19.79,18.19,18.73,19.11,19.79,19.5,19.94
2019/11/9 10:00,18.19,18.73,19.11,19.79,19.5,20.55,19.79
2019/11/9 11:00,18.73,19.11,19.79,19.5,20.55,19.67,18.19
2019/11/9 12:00,19.11,19.79,19.5,20.55,19.67,19.87,18.73
2019/11/9 13:00,19.79,19.5,20.55,19.67,19.87,19,19.11
2019/11/9 14:00,19.5,20.55,19.67,19.87,19,18.76,19.79
2019/11/9 15:00,20.55,19.67,19.87,19,18.76,17.59,19.5
2019/11/9 16:00,19.67,19.87,19,18.76,17.59,15.32,20.55
2019/11/9 17:00,19.87,19,18.76,17.59,15.32,14.16,19.67
2019/11/9 18:00,19,18.76,17.59,15.32,14.16,12.42,19.87
2019/11/9 19:00,18.76,17.59,15.32,14.16,12.42,11.9,19
2019/11/9 20:00,17.59,15.32,14.16,12.42,11.9,10.96,18.76
2019/11/9 21:00,15.32,14.16,12.42,11.9,10.96,10.18,17.59
2019/11/9 22:00,14.16,12.42,11.9,10.96,10.18,10.05,15.32
2019/11/9 23:00,12.42,11.9,10.96,10.18,10.05,9.98,14.16
2019/11/10 0:00,11.9,10.96,10.18,10.05,9.98,10.39,12.42
2019/11/10 1:00,10.96,10.18,10.05,9.98,10.39,8.68,11.9
2019/11/10 2:00,10.18,10.05,9.98,10.39,8.68,8.11,10.96
2019/11/10 3:00,10.05,9.98,10.39,8.68,8.11,9.34,10.18
2019/11/10 4:00,9.98,10.39,8.68,8.11,9.34,10.11,10.05
2019/11/10 5:00,10.39,8.68,8.11,9.34,10.11,10.7,9.98
2019/11/10 6:00,8.68,8.11,9.34,10.11,10.7,10.33,10.39
2019/11/10 7:00,8.11,9.34,10.11,10.7,10.33,10,8.68
2019/11/10 8:00,9.34,10.11,10.7,10.33,10,9,8.11
2019/11/10 9:00,10.11,10.7,10.33,10,9,8.03,9.34
2019/11/10 10:00,10.7,10.33,10,9,8.03,9.34,10.11
2019/11/10 11:00,10.33,10,9,8.03,9.34,11.36,10.7
2019/11/10 12:00,10,9,8.03,9.34,11.36,12.7,10.33
2019/11/10 13:00,9,8.03,9.34,11.36,12.7,12.45,10
2019/11/10 14:00,8.03,9.34,11.36,12.7,12.45,10.16,9
2019/11/10 15:00,9.34,11.36,12.7,12.45,10.16,5.61,8.03
2019/11/10 16:00,11.36,12.7,12.45,10.16,5.61,4.01,9.34
2019/11/10 17:00,12.7,12.45,10.16,5.61,4.01,4.78,11.36
2019/11/10 18:00,12.45,10.16,5.61,4.01,4.78,4.81,12.7
2019/11/10 19:00,10.16,5.61,4.01,4.78,4.81,5.68,12.45
2019/11/10 20:00,5.61,4.01,4.78,4.81,5.68,5.32,10.16
2019/11/10 21:00,4.01,4.78,4.81,5.68,5.32,4.96,5.61
2019/11/10 22:00,4.78,4.81,5.68,5.32,4.96,6.53,4.01
2019/11/10 23:00,4.81,5.68,5.32,4.96,6.53,6.86,4.78
2019/11/11 0:00,5.68,5.32,4.96,6.53,6.86,7.24,4.81
2019/11/11 1:00,5.32,4.96,6.53,6.86,7.24,8.46,5.68
2019/11/11 2:00,4.96,6.53,6.86,7.24,8.46,10.22,5.32
2019/11/11 3:00,6.53,6.86,7.24,8.46,10.22,9.75,4.96
2019/11/11 4:00,6.86,7.24,8.46,10.22,9.75,10.98,6.53
2019/11/11 5:00,7.24,8.46,10.22,9.75,10.98,10.28,6.86
2019/11/11 6:00,8.46,10.22,9.75,10.98,10.28,11.21,7.24
2019/11/11 7:00,10.22,9.75,10.98,10.28,11.21,10.68,8.46
2019/11/11 8:00,9.75,10.98,10.28,11.21,10.68,10.62,10.22
2019/11/11 9:00,10.98,10.28,11.21,10.68,10.62,11.31,9.75
2019/11/11 10:00,10.28,11.21,10.68,10.62,11.31,11.03,10.98
2019/11/11 11:00,11.21,10.68,10.62,11.31,11.03,11.39,10.28
2019/11/11 12:00,10.68,10.62,11.31,11.03,11.39,10.93,11.21
2019/11/11 13:00,10.62,11.31,11.03,11.39,10.93,10.07,10.68
2019/11/11 14:00,11.31,11.03,11.39,10.93,10.07,9.04,10.62
2019/11/11 15:00,11.03,11.39,10.93,10.07,9.04,8.24,11.31
2019/11/11 16:00,11.39,10.93,10.07,9.04,8.24,6.96,11.03
2019/11/11 17:00,10.93,10.07,9.04,8.24,6.96,5.23,11.39
2019/11/11 18:00,10.07,9.04,8.24,6.96,5.23,4.92,10.93
2019/11/11 19:00,9.04,8.24,6.96,5.23,4.92,4.75,10.07
2019/11/11 20:00,8.24,6.96,5.23,4.92,4.75,3.89,9.04
2019/11/11 21:00,6.96,5.23,4.92,4.75,3.89,3.2,8.24
2019/11/11 22:00,5.23,4.92,4.75,3.89,3.2,3.46,6.96
2019/11/11 23:00,4.92,4.75,3.89,3.2,3.46,3.47,5.23
2019/11/12 0:00,4.75,3.89,3.2,3.46,3.47,3.34,4.92
2019/11/12 1:00,3.89,3.2,3.46,3.47,3.34,1.05,4.75
2019/11/12 2:00,3.2,3.46,3.47,3.34,1.05,1.11,3.89
2019/11/12 3:00,3.46,3.47,3.34,1.05,1.11,1.57,3.2
2019/11/12 4:00,3.47,3.34,1.05,1.11,1.57,1.13,3.46
2019/11/12 5:00,3.34,1.05,1.11,1.57,1.13,1.55,3.47
2019/11/12 6:00,1.05,1.11,1.57,1.13,1.55,3.83,3.34
2019/11/12 7:00,1.11,1.57,1.13,1.55,3.83,5.74,1.05
2019/11/12 8:00,1.57,1.13,1.55,3.83,5.74,6.08,1.11
2019/11/12 9:00,1.13,1.55,3.83,5.74,6.08,6.09,1.57
2019/11/12 10:00,1.55,3.83,5.74,6.08,6.09,6.55,1.13
2019/11/12 11:00,3.83,5.74,6.08,6.09,6.55,8.06,1.55
2019/11/12 12:00,5.74,6.08,6.09,6.55,8.06,9.28,3.83
2019/11/12 13:00,6.08,6.09,6.55,8.06,9.28,9.21,5.74
2019/11/12 14:00,6.09,6.55,8.06,9.28,9.21,8.09,6.08
2019/11/12 15:00,6.55,8.06,9.28,9.21,8.09,6.23,6.09
2019/11/12 16:00,8.06,9.28,9.21,8.09,6.23,4.41,6.55
2019/11/12 17:00,9.28,9.21,8.09,6.23,4.41,2.52,8.06
2019/11/12 18:00,9.21,8.09,6.23,4.41,2.52,1.81,9.28
2019/11/12 19:00,8.09,6.23,4.41,2.52,1.81,2.67,9.21
2019/11/12 20:00,6.23,4.41,2.52,1.81,2.67,3.76,8.09
2019/11/12 21:00,4.41,2.52,1.81,2.67,3.76,2.66,6.23
2019/11/12 22:00,2.52,1.81,2.67,3.76,2.66,1.65,4.41
2019/11/12 23:00,1.81,2.67,3.76,2.66,1.65,1.71,2.52
2019/11/13 0:00,2.67,3.76,2.66,1.65,1.71,2.63,1.81
2019/11/13 1:00,3.76,2.66,1.65,1.71,2.63,3.15,2.67
2019/11/13 2:00,2.66,1.65,1.71,2.63,3.15,3.04,3.76
2019/11/13 3:00,1.65,1.71,2.63,3.15,3.04,2.71,2.66
2019/11/13 4:00,1.71,2.63,3.15,3.04,2.71,4.65,1.65
2019/11/13 5:00,2.63,3.15,3.04,2.71,4.65,6.36,1.71
2019/11/13 6:00,3.15,3.04,2.71,4.65,6.36,6.2,2.63
2019/11/13 7:00,3.04,2.71,4.65,6.36,6.2,6.31,3.15
2019/11/13 8:00,2.71,4.65,6.36,6.2,6.31,6.54,3.04
2019/11/13 9:00,4.65,6.36,6.2,6.31,6.54,8.06,2.71
2019/11/13 10:00,6.36,6.2,6.31,6.54,8.06,8.2,4.65
2019/11/13 11:00,6.2,6.31,6.54,8.06,8.2,9.15,6.36
2019/11/13 12:00,6.31,6.54,8.06,8.2,9.15,11.41,6.2
2019/11/13 13:00,6.54,8.06,8.2,9.15,11.41,14.21,6.31
2019/11/13 14:00,8.06,8.2,9.15,11.41,14.21,14.99,6.54
2019/11/13 15:00,8.2,9.15,11.41,14.21,14.99,15.66,8.06
2019/11/13 16:00,9.15,11.41,14.21,14.99,15.66,17.76,8.2
2019/11/13 17:00,11.41,14.21,14.99,15.66,17.76,18.57,9.15
2019/11/13 18:00,14.21,14.99,15.66,17.76,18.57,20.77,11.41
2019/11/13 19:00,14.99,15.66,17.76,18.57,20.77,22.37,14.21
2019/11/13 20:00,15.66,17.76,18.57,20.77,22.37,23.4,14.99
2019/11/13 21:00,17.76,18.57,20.77,22.37,23.4,24.37,15.66
2019/11/13 22:00,18.57,20.77,22.37,23.4,24.37,23.09,17.76
2019/11/13 23:00,20.77,22.37,23.4,24.37,23.09,22.51,18.57
2019/11/14 0:00,22.37,23.4,24.37,23.09,22.51,22.49,20.77
2019/11/14 1:00,23.4,24.37,23.09,22.51,22.49,22.32,22.37
2019/11/14 2:00,24.37,23.09,22.51,22.49,22.32,23.84,23.4
2019/11/14 3:00,23.09,22.51,22.49,22.32,23.84,22.71,24.37
2019/11/14 4:00,22.51,22.49,22.32,23.84,22.71,22.47,23.09
2019/11/14 5:00,22.49,22.32,23.84,22.71,22.47,21.34,22.51
2019/11/14 6:00,22.32,23.84,22.71,22.47,21.34,21.4,22.49
2019/11/14 7:00,23.84,22.71,22.47,21.34,21.4,21.18,22.32
2019/11/14 8:00,22.71,22.47,21.34,21.4,21.18,20.96,23.84
2019/11/14 9:00,22.47,21.34,21.4,21.18,20.96,20.98,22.71
2019/11/14 10:00,21.34,21.4,21.18,20.96,20.98,20.15,22.47
2019/11/14 11:00,21.4,21.18,20.96,20.98,20.15,20.24,21.34
2019/11/14 12:00,21.18,20.96,20.98,20.15,20.24,19.52,21.4
2019/11/14 13:00,20.96,20.98,20.15,20.24,19.52,19.91,21.18
2019/11/14 14:00,20.98,20.15,20.24,19.52,19.91,18.75,20.96
2019/11/14 15:00,20.15,20.24,19.52,19.91,18.75,16.75,20.98
2019/11/14 16:00,20.24,19.52,19.91,18.75,16.75,16.27,20.15
2019/11/14 17:00,19.52,19.91,18.75,16.75,16.27,16.16,20.24
2019/11/14 18:00,19.91,18.75,16.75,16.27,16.16,15.68,19.52
2019/11/14 19:00,18.75,16.75,16.27,16.16,15.68,13.93,19.91
2019/11/14 20:00,16.75,16.27,16.16,15.68,13.93,13.32,18.75
2019/11/14 21:00,16.27,16.16,15.68,13.93,13.32,13.94,16.75
2019/11/14 22:00,16.16,15.68,13.93,13.32,13.94,13.58,16.27
2019/11/14 23:00,15.68,13.93,13.32,13.94,13.58,12.02,16.16
2019/11/15 0:00,13.93,13.32,13.94,13.58,12.02,11.28,15.68
2019/11/15 1:00,13.32,13.94,13.58,12.02,11.28,10.46,13.93
2019/11/15 2:00,13.94,13.58,12.02,11.28,10.46,10.76,13.32
2019/11/15 3:00,13.58,12.02,11.28,10.46,10.76,10.41,13.94
2019/11/15 4:00,12.02,11.28,10.46,10.76,10.41,10.04,13.58
2019/11/15 5:00,11.28,10.46,10.76,10.41,10.04,9.41,12.02
2019/11/15 6:00,10.46,10.76,10.41,10.04,9.41,9.51,11.28
2019/11/15 7:00,10.76,10.41,10.04,9.41,9.51,9.66,10.46
2019/11/15 8:00,10.41,10.04,9.41,9.51,9.66,9.96,10.76
2019/11/15 9:00,10.04,9.41,9.51,9.66,9.96,11.23,10.41
2019/11/15 10:00,9.41,9.51,9.66,9.96,11.23,12.96,10.04
2019/11/15 11:00,9.51,9.66,9.96,11.23,12.96,12.89,9.41
2019/11/15 12:00,9.66,9.96,11.23,12.96,12.89,12.75,9.51
2019/11/15 13:00,9.96,11.23,12.96,12.89,12.75,11.86,9.66
2019/11/15 14:00,11.23,12.96,12.89,12.75,11.86,10.75,9.96
2019/11/15 15:00,12.96,12.89,12.75,11.86,10.75,9.46,11.23
2019/11/15 16:00,12.89,12.75,11.86,10.75,9.46,7.7,12.96
2019/11/15 17:00,12.75,11.86,10.75,9.46,7.7,6.58,12.89
2019/11/15 18:00,11.86,10.75,9.46,7.7,6.58,6.8,12.75
2019/11/15 19:00,10.75,9.46,7.7,6.58,6.8,5.99,11.86
2019/11/15 20:00,9.46,7.7,6.58,6.8,5.99,5.1,10.75
2019/11/15 21:00,7.7,6.58,6.8,5.99,5.1,3.32,9.46
2019/11/15 22:00,6.58,6.8,5.99,5.1,3.32,3.59,7.7
2019/11/15 23:00,6.8,5.99,5.1,3.32,3.59,4.3,6.58
2019/11/16 0:00,5.99,5.1,3.32,3.59,4.3,3.87,6.8
2019/11/16 1:00,5.1,3.32,3.59,4.3,3.87,3.6,5.99
2019/11/16 2:00,3.32,3.59,4.3,3.87,3.6,2.81,5.1
2019/11/16 3:00,3.59,4.3,3.87,3.6,2.81,2.08,3.32
2019/11/16 4:00,4.3,3.87,3.6,2.81,2.08,1.11,3.59
2019/11/16 5:00,3.87,3.6,2.81,2.08,1.11,0.9,4.3
2019/11/16 6:00,3.6,2.81,2.08,1.11,0.9,2.95,3.87
2019/11/16 7:00,2.81,2.08,1.11,0.9,2.95,3.63,3.6
2019/11/16 8:00,2.08,1.11,0.9,2.95,3.63,3.46,2.81
2019/11/16 9:00,1.11,0.9,2.95,3.63,3.46,4.04,2.08
2019/11/16 10:00,0.9,2.95,3.63,3.46,4.04,4.38,1.11
2019/11/16 11:00,2.95,3.63,3.46,4.04,4.38,4.55,0.9
2019/11/16 12:00,3.63,3.46,4.04,4.38,4.55,3.8,2.95
2019/11/16 13:00,3.46,4.04,4.38,4.55,3.8,2.51,3.63
2019/11/16 14:00,4.04,4.38,4.55,3.8,2.51,0.97,3.46
2019/11/16 15:00,4.38,4.55,3.8,2.51,0.97,1.66,4.04
2019/11/16 16:00,4.55,3.8,2.51,0.97,1.66,2.8,4.38
2019/11/16 17:00,3.8,2.51,0.97,1.66,2.8,3.79,4.55
2019/11/16 18:00,2.51,0.97,1.66,2.8,3.79,2.94,3.8
2019/11/16 19:00,0.97,1.66,2.8,3.79,2.94,2.43,2.51
2019/11/16 20:00,1.66,2.8,3.79,2.94,2.43,2.85,0.97
2019/11/16 21:00,2.8,3.79,2.94,2.43,2.85,3.09,1.66
2019/11/16 22:00,3.79,2.94,2.43,2.85,3.09,2.7,2.8
2019/11/16 23:00,2.94,2.43,2.85,3.09,2.7,1.27,3.79
2019/11/17 0:00,2.43,2.85,3.09,2.7,1.27,1.7,2.94
2019/11/17 1:00,2.85,3.09,2.7,1.27,1.7,2.88,2.43
2019/11/17 2:00,3.09,2.7,1.27,1.7,2.88,4.97,2.85
2019/11/17 3:00,2.7,1.27,1.7,2.88,4.97,3.94,3.09
2019/11/17 4:00,1.27,1.7,2.88,4.97,3.94,3.5,2.7
2019/11/17 5:00,1.7,2.88,4.97,3.94,3.5,4.4,1.27
2019/11/17 6:00,2.88,4.97,3.94,3.5,4.4,5.77,1.7
2019/11/17 7:00,4.97,3.94,3.5,4.4,5.77,6.39,2.88
2019/11/17 8:00,3.94,3.5,4.4,5.77,6.39,6.56,4.97
2019/11/17 9:00,3.5,4.4,5.77,6.39,6.56,6.45,3.94
2019/11/17 10:00,4.4,5.77,6.39,6.56,6.45,6.35,3.5
2019/11/17 11:00,5.77,6.39,6.56,6.45,6.35,7.28,4.4
2019/11/17 12:00,6.39,6.56,6.45,6.35,7.28,7.29,5.77
2019/11/17 13:00,6.56,6.45,6.35,7.28,7.29,7.57,6.39
2019/11/17 14:00,6.45,6.35,7.28,7.29,7.57,6.92,6.56
2019/11/17 15:00,6.35,7.28,7.29,7.57,6.92,6.33,6.45
2019/11/17 16:00,7.28,7.29,7.57,6.92,6.33,5.13,6.35
2019/11/17 17:00,7.29,7.57,6.92,6.33,5.13,4.75,7.28
2019/11/17 18:00,7.57,6.92,6.33,5.13,4.75,4.4,7.29
2019/11/17 19:00,6.92,6.33,5.13,4.75,4.4,4.25,7.57
2019/11/17 20:00,6.33,5.13,4.75,4.4,4.25,5.95,6.92
2019/11/17 21:00,5.13,4.75,4.4,4.25,5.95,7.23,6.33
2019/11/17 22:00,4.75,4.4,4.25,5.95,7.23,8.19,5.13
2019/11/17 23:00,4.4,4.25,5.95,7.23,8.19,9.15,4.75
2019/11/18 0:00,4.25,5.95,7.23,8.19,9.15,9,4.4
2019/11/18 1:00,5.95,7.23,8.19,9.15,9,9.28,4.25
2019/11/18 2:00,7.23,8.19,9.15,9,9.28,8.78,5.95
2019/11/18 3:00,8.19,9.15,9,9.28,8.78,8.56,7.23
2019/11/18 4:00,9.15,9,9.28,8.78,8.56,11.26,8.19
2019/11/18 5:00,9,9.28,8.78,8.56,11.26,13.8,9.15
2019/11/18 6:00,9.28,8.78,8.56,11.26,13.8,17.54,9
2019/11/18 7:00,8.78,8.56,11.26,13.8,17.54,20.31,9.28
2019/11/18 8:00,8.56,11.26,13.8,17.54,20.31,22.51,8.78
2019/11/18 9:00,11.26,13.8,17.54,20.31,22.51,22.39,8.56
2019/11/18 10:00,13.8,17.54,20.31,22.51,22.39,24,11.26
2019/11/18 11:00,17.54,20.31,22.51,22.39,24,25.05,13.8
2019/11/18 12:00,20.31,22.51,22.39,24,25.05,24.14,17.54
2019/11/18 13:00,22.51,22.39,24,25.05,24.14,25.45,20.31
2019/11/18 14:00,22.39,24,25.05,24.14,25.45,26.39,22.51
2019/11/18 15:00,24,25.05,24.14,25.45,26.39,27.05,22.39
2019/11/18 16:00,25.05,24.14,25.45,26.39,27.05,27.31,24
2019/11/18 17:00,24.14,25.45,26.39,27.05,27.31,28.04,25.05
2019/11/18 18:00,25.45,26.39,27.05,27.31,28.04,27.82,24.14
2019/11/18 19:00,26.39,27.05,27.31,28.04,27.82,27.31,25.45
2019/11/18 20:00,27.05,27.31,28.04,27.82,27.31,27.35,26.39
2019/11/18 21:00,27.31,28.04,27.82,27.31,27.35,28.36,27.05
2019/11/18 22:00,28.04,27.82,27.31,27.35,28.36,27.96,27.31
2019/11/18 23:00,27.82,27.31,27.35,28.36,27.96,28.42,28.04
2019/11/19 0:00,27.31,27.35,28.36,27.96,28.42,27.91,27.82
2019/11/19 1:00,27.35,28.36,27.96,28.42,27.91,29.01,27.31
2019/11/19 2:00,28.36,27.96,28.42,27.91,29.01,29,27.35
2019/11/19 3:00,27.96,28.42,27.91,29.01,29,28.12,28.36
2019/11/19 4:00,28.42,27.91,29.01,29,28.12,28.34,27.96
2019/11/19 5:00,27.91,29.01,29,28.12,28.34,27.21,28.42
2019/11/19 6:00,29.01,29,28.12,28.34,27.21,26.84,27.91
2019/11/19 7:00,29,28.12,28.34,27.21,26.84,26.15,29.01
2019/11/19 8:00,28.12,28.34,27.21,26.84,26.15,25.1,29
2019/11/19 9:00,28.34,27.21,26.84,26.15,25.1,25.52,28.12
2019/11/19 10:00,27.21,26.84,26.15,25.1,25.52,25.07,28.34
2019/11/19 11:00,26.84,26.15,25.1,25.52,25.07,24.44,27.21
2019/11/19 12:00,26.15,25.1,25.52,25.07,24.44,25.26,26.84
2019/11/19 13:00,25.1,25.52,25.07,24.44,25.26,25.2,26.15
2019/11/19 14:00,25.52,25.07,24.44,25.26,25.2,24.94,25.1
2019/11/19 15:00,25.07,24.44,25.26,25.2,24.94,24.04,25.52
2019/11/19 16:00,24.44,25.26,25.2,24.94,24.04,23.69,25.07
2019/11/19 17:00,25.26,25.2,24.94,24.04,23.69,24.54,24.44
2019/11/19 18:00,25.2,24.94,24.04,23.69,24.54,22.98,25.26
2019/11/19 19:00,24.94,24.04,23.69,24.54,22.98,21.94,25.2
2019/11/19 20:00,24.04,23.69,24.54,22.98,21.94,20.97,24.94
2019/11/19 21:00,23.69,24.54,22.98,21.94,20.97,19.3,24.04
2019/11/19 22:00,24.54,22.98,21.94,20.97,19.3,20,23.69
2019/11/19 23:00,22.98,21.94,20.97,19.3,20,21.01,24.54
2019/11/20 0:00,21.94,20.97,19.3,20,21.01,21.34,22.98
2019/11/20 1:00,20.97,19.3,20,21.01,21.34,20.27,21.94
2019/11/20 2:00,19.3,20,21.01,21.34,20.27,19.52,20.97
2019/11/20 3:00,20,21.01,21.34,20.27,19.52,19.85,19.3
2019/11/20 4:00,21.01,21.34,20.27,19.52,19.85,19.81,20
2019/11/20 5:00,21.34,20.27,19.52,19.85,19.81,18.91,21.01
2019/11/20 6:00,20.27,19.52,19.85,19.81,18.91,19.39,21.34
2019/11/20 7:00,19.52,19.85,19.81,18.91,19.39,19.07,20.27
2019/11/20 8:00,19.85,19.81,18.91,19.39,19.07,19.74,19.52
2019/11/20 9:00,19.81,18.91,19.39,19.07,19.74,20.56,19.85
2019/11/20 10:00,18.91,19.39,19.07,19.74,20.56,21.32,19.81
2019/11/20 11:00,19.39,19.07,19.74,20.56,21.32,20.96,18.91
2019/11/20 12:00,19.07,19.74,20.56,21.32,20.96,21.55,19.39
2019/11/20 13:00,19.74,20.56,21.32,20.96,21.55,21.34,19.07
2019/11/20 14:00,20.56,21.32,20.96,21.55,21.34,21.19,19.74
2019/11/20 15:00,21.32,20.96,21.55,21.34,21.19,20.84,20.56
2019/11/20 16:00,20.96,21.55,21.34,21.19,20.84,19.54,21.32
2019/11/20 17:00,21.55,21.34,21.19,20.84,19.54,18.4,20.96
2019/11/20 18:00,21.34,21.19,20.84,19.54,18.4,16.98,21.55
2019/11/20 19:00,21.19,20.84,19.54,18.4,16.98,15.5,21.34
2019/11/20 20:00,20.84,19.54,18.4,16.98,15.5,15.16,21.19
2019/11/20 21:00,19.54,18.4,16.98,15.5,15.16,13.88,20.84
2019/11/20 22:00,18.4,16.98,15.5,15.16,13.88,14.05,19.54
2019/11/20 23:00,16.98,15.5,15.16,13.88,14.05,11.45,18.4
2019/11/21 0:00,15.5,15.16,13.88,14.05,11.45,10.26,16.98
2019/11/21 1:00,15.16,13.88,14.05,11.45,10.26,10.6,15.5
2019/11/21 2:00,13.88,14.05,11.45,10.26,10.6,11.97,15.16
2019/11/21 3:00,14.05,11.45,10.26,10.6,11.97,10.68,13.88
2019/11/21 4:00,11.45,10.26,10.6,11.97,10.68,12,14.05
2019/11/21 5:00,10.26,10.6,11.97,10.68,12,12.63,11.45
2019/11/21 6:00,10.6,11.97,10.68,12,12.63,15.75,10.26
2019/11/21 7:00,11.97,10.68,12,12.63,15.75,16.03,10.6
2019/11/21 8:00,10.68,12,12.63,15.75,16.03,17.92,11.97
2019/11/21 9:00,12,12.63,15.75,16.03,17.92,19.48,10.68
2019/11/21 10:00,12.63,15.75,16.03,17.92,19.48,20.64,12
2019/11/21 11:00,15.75,16.03,17.92,19.48,20.64,20,12.63
2019/11/21 12:00,16.03,17.92,19.48,20.64,20,20.57,15.75
2019/11/21 13:00,17.92,19.48,20.64,20,20.57,20.67,16.03
2019/11/21 14:00,19.48,20.64,20,20.57,20.67,20.59,17.92
2019/11/21 15:00,20.64,20,20.57,20.67,20.59,20.55,19.48
2019/11/21 16:00,20,20.57,20.67,20.59,20.55,20.08,20.64
2019/11/21 17:00,20.57,20.67,20.59,20.55,20.08,19.26,20
2019/11/21 18:00,20.67,20.59,20.55,20.08,19.26,19.38,20.57
2019/11/21 19:00,20.59,20.55,20.08,19.26,19.38,19.83,20.67
2019/11/21 20:00,20.55,20.08,19.26,19.38,19.83,19.72,20.59
2019/11/21 21:00,20.08,19.26,19.38,19.83,19.72,19.58,20.55
2019/11/21 22:00,19.26,19.38,19.83,19.72,19.58,18.88,20.08
2019/11/21 23:00,19.38,19.83,19.72,19.58,18.88,19.27,19.26
2019/11/22 0:00,19.83,19.72,19.58,18.88,19.27,18.54,19.38
2019/11/22 1:00,19.72,19.58,18.88,19.27,18.54,17.81,19.83
2019/11/22 2:00,19.58,18.88,19.27,18.54,17.81,17.01,19.72
2019/11/22 3:00,18.88,19.27,18.54,17.81,17.01,16.62,19.58
2019/11/22 4:00,19.27,18.54,17.81,17.01,16.62,16.37,18.88
2019/11/22 5:00,18.54,17.81,17.01,16.62,16.37,16.06,19.27
2019/11/22 6:00,17.81,17.01,16.62,16.37,16.06,17.08,18.54
2019/11/22 7:00,17.01,16.62,16.37,16.06,17.08,16.92,17.81
2019/11/22 8:00,16.62,16.37,16.06,17.08,16.92,16.3,17.01
2019/11/22 9:00,16.37,16.06,17.08,16.92,16.3,16.5,16.62
2019/11/22 10:00,16.06,17.08,16.92,16.3,16.5,16.88,16.37
2019/11/22 11:00,17.08,16.92,16.3,16.5,16.88,15.49,16.06
